step,time_s,ax,ay,az,gx,gy,gz,mx,my,mz,ml_speed,gnss_valid,ref_pos_e,ref_pos_n,ref_pos_u,ref_vel_e,ref_vel_n,ref_vel_u,ref_heading,nav_state
260,26.0,-0.013657779756422503,0.6230885601219139,9.942497594231408,0.09178154647577814,0.056622673297988195,-0.07994392156445589,-6.37,-36.25,-0.94,10.876509886742884,1,-78.70502222293302,190.6357510900669,-0.07126052158396413,-6.304500778932844,9.934422222200833,-0.028191685551391007,26.96731407654283,GNSS_LOCKED
261,26.1,1.8203743734616136,1.7405063954871007,9.06687020077561,0.034408708125873114,-0.013725891168300135,-0.09238003418891148,-6.06,-35.56,-1.37,11.37578037131757,1,-79.3245236877655,191.6392010641067,-0.06868508425651484,-6.364946690545946,10.086038952603191,-0.09432257241359963,28.04023561259963,GNSS_LOCKED
262,26.200000000000003,2.5586215830866528,-0.589136529204881,9.95190622315743,-0.15183068293614266,-0.12964747604721297,0.028859585474012926,-7.19,-35.0,-1.81,11.575840131492887,1,-79.95666524175817,192.64741521101422,-0.07140990585705007,-6.367133524791671,10.100559536819569,-0.048746162837113,27.68915852734438,GNSS_LOCKED
263,26.3,1.405111733992197,2.6662056516076924,10.805912226569891,0.11306322106500546,0.10303977410879232,0.06144137851655636,-6.25,-34.94,-2.06,11.761349859504122,1,-80.5780424060492,193.6445034678967,-0.07254271572555683,-6.47428539079673,10.023963423787762,-0.012365577276777728,27.45111459066958,GNSS_LOCKED
264,26.400000000000002,-1.2826273301415008,0.9526903492173113,9.299451164476443,-0.18323870889543128,-0.2511748837017176,0.014630562523841609,-7.87,-35.0,-2.62,11.39220845960528,1,-81.21629616669318,194.6469356557192,-0.06856936987990614,-6.586488676973304,9.89784121550142,-0.10103027862364274,27.283770948282637,GNSS_LOCKED
265,26.5,2.450534636176798,1.138900313590805,9.307488104349133,-0.18960649375955535,-0.14693995359319,-0.11411624582958753,-8.0,-35.06,-2.31,10.824946738963458,1,-81.8626700477643,195.6429762257835,-0.06917107240049321,-6.597972031301255,9.99878464152815,-0.10481248935818449,28.068513524469353,GNSS_LOCKED
266,26.6,-0.9693098598715588,-0.1665747946111228,10.248419214852408,-0.2425065236817893,-0.11674926004926706,-0.06004445228097584,-7.81,-35.25,-1.87,10.92841575718803,1,-82.50517725841502,196.64549429102743,-0.06961571490204063,-6.608540781687318,9.858389854120318,-0.09678025094006117,28.274005369372404,GNSS_LOCKED
267,26.700000000000003,2.4117926253715307,-0.8991384578257796,10.187435990761472,0.10350652353117235,-0.004183827417013266,0.12824451323403863,-9.06,-34.87,-1.25,11.323964217398702,1,-83.15481723414837,197.64562141419623,-0.07206815361763341,-6.565060487900546,9.959108381989989,-0.03486148190685855,27.612924823176755,GNSS_LOCKED
268,26.8,0.374041423404331,0.7715503533514275,10.548113069446162,0.20381474354886503,-0.08647941526853747,3.235617764160684e-05,-8.5,-35.19,-1.06,11.21530495101064,1,-83.79606592021705,198.6542111894923,-0.07119881655619292,-6.611607349225096,9.99092756707115,-0.021893955486956815,27.85030995027783,GNSS_LOCKED
269,26.900000000000002,2.649822382360193,-0.5291242327586452,9.8354150282665,-0.3121059770231024,0.042456745947020605,0.003530414996120287,-8.12,-33.75,-0.5,10.811216829079246,1,-84.45066384884056,199.64824015857542,-0.0712110326933041,-6.596352817726949,9.929614075922217,-0.007306123811233329,27.690342522837586,GNSS_LOCKED
270,27.0,-0.0330893769352358,0.8335176966254043,9.560025841625446,0.22587735825315217,-0.08703917879468995,-0.0653085016159699,-8.25,-33.81,-1.56,10.66050218646898,1,-85.09788254361708,200.64366638224217,-0.06760814302764456,-6.662778002296864,9.85617783344038,-0.07358635153354154,27.990022189125437,GNSS_LOCKED
271,27.1,-0.9644989797443955,-0.240145236378399,7.360652758656449,0.03138435616306706,-0.013566423391417802,-0.04576761239779224,-8.19,-33.94,-1.56,10.876835031932542,1,-85.75089068507951,201.63279108208837,-0.062016552537828964,-6.648517966944054,9.73304918717087,-0.25322125890527525,27.971508191819037,GNSS_LOCKED
272,27.200000000000003,3.498358137704196,-0.49535918636981463,8.382032623823285,0.07245046733775527,0.2549672937345781,0.02654993235784591,-8.56,-34.31,-1.19,10.653903625793014,1,-86.41202159854566,202.6129471127565,-0.06706613992331152,-6.61805470692995,9.823057891877015,-0.22534388788645418,27.893987820912145,GNSS_LOCKED
273,27.3,-2.001975321260177,-0.9227932848335737,10.660499255500714,0.4347225408399118,0.29651420227217523,-0.043217245823707964,-8.5,-33.75,-1.94,10.097769667804473,1,-87.0654058576508,203.6051333509208,-0.07165085581983784,-6.678361715458776,9.658160589502918,-0.15607461920395052,28.03923791492928,GNSS_LOCKED
274,27.400000000000002,-2.0370111344016304,-0.47566716897730077,8.583007910556818,-0.17412704882247004,-0.18160999545345016,0.05450541642603002,-8.5,-33.37,-2.44,10.807605163237469,1,-87.71339730971823,204.60296702094428,-0.06985793258279452,-6.600013384588614,9.736734673968053,-0.22429129421516364,27.264828466720434,GNSS_LOCKED
275,27.5,-2.1665508722514435,-1.1126176294015795,9.168833496617296,0.20707887980767983,0.3643269271381105,-0.15635829910720564,-8.06,-33.94,-2.12,10.229990140177609,1,-88.36185939638175,205.58139529516376,-0.07184474840104266,-6.5824789651514015,9.529524026422042,-0.23426161029108084,27.50978069197477,GNSS_LOCKED
276,27.6,-0.3393844615273367,-2.169755570139031,10.75973847233865,-0.31040540575140174,-0.39318830198593907,-0.1426706461109697,-9.44,-33.62,-3.31,10.430613290052191,1,-89.00895067786267,206.56315167150692,-0.07810331593301248,-6.471226254448412,9.601832968521311,-0.10363331085932417,27.504743275372938,GNSS_LOCKED
277,27.700000000000003,4.951668566865592,2.164189900534103,9.608305314067692,-0.10323191627240037,-0.046072396947243514,0.0872350600519295,-9.75,-33.62,-3.62,10.65667300536895,1,-89.6542392858742,207.5355490634948,-0.08078171261080233,-6.532066269054049,9.894657013225858,-0.056044580251280986,27.094889957978022,GNSS_LOCKED
278,27.8,-0.1575512118570493,-1.3283800709616795,10.541976035958069,-0.33036947206442974,-0.3124208058222792,0.11035357727426712,-10.31,-33.94,-3.37,10.57039366034732,1,-90.28400698092706,208.5454041619843,-0.08011930545511793,-6.377394183140705,9.914814952756895,-0.01577482910328555,26.185459090186413,GNSS_LOCKED
279,27.900000000000002,4.502866700341451,-1.3692359256314166,9.490491284381244,-0.2263772815990107,-0.2788093104640289,-0.09050963912432171,-9.94,-34.0,-2.0,11.22357697511475,1,-90.90783589305462,209.55257122681752,-0.08009932126283252,-6.2003760764063625,10.11800804917809,0.010395610294884417,26.560570624618354,GNSS_LOCKED
280,28.0,0.8938891954503652,0.5779454268843398,10.720841197863187,-0.22053809187910167,-0.06006273857328989,-0.08300956249373645,-9.0,-33.81,-0.75,11.497136926762954,1,-91.51352155195585,210.56734087134504,-0.07851901818925615,-6.231641602293817,10.065900808873868,0.02658394100379988,27.184841998780996,GNSS_LOCKED
281,28.1,1.718882654088062,0.2457646177732975,9.576628877852892,-0.024999880962435495,-0.17128956387351427,0.021726970794045848,-7.5,-33.62,-1.31,10.930336343724264,1,-92.12983919227689,211.5563404473945,-0.07597728454607074,-6.2803127483966605,9.867083649917804,-0.016919749940304502,26.411916584550717,GNSS_LOCKED
282,28.200000000000003,2.6131702590690318,1.0353468068577856,9.102442779092131,0.3142108915220499,0.11632168585705722,0.09887138639814191,-7.06,-34.75,-1.75,10.744686246145722,1,-92.77029395848032,212.5225063808901,-0.07484533431409687,-6.517819619368423,9.689587663173464,-0.0650689993260063,24.886976992390274,GNSS_LOCKED
283,28.3,0.2648559401406658,0.5952731328827933,10.754265953947769,0.09163815538208045,0.3956669462511987,-0.09120315851120896,-6.87,-34.75,-2.06,11.08852843903768,1,-93.41060163721566,213.4879398036344,-0.0755092841030302,-6.578575847048626,9.520393068650613,-0.03093898067798153,25.56876548863346,GNSS_LOCKED
284,28.400000000000002,5.040263644643973,-0.6507407262388567,10.12481620325497,-0.0408366192943817,-0.09122763012901065,-0.0889172088273702,-7.12,-34.87,-1.5,11.316329920743547,1,-94.03624941516696,214.45372420229634,-0.07663824068456199,-6.258362679892418,9.72533710671085,0.05054442542981577,26.8885668241487,GNSS_LOCKED
285,28.5,2.428029567389968,0.27426327987609556,10.181192300177406,0.18060526751605827,0.35413791999712513,0.1302367496736724,-7.37,-35.44,-2.56,11.316329920743547,1,-94.66557791105257,215.42065345847945,-0.07513161597277758,-6.36017253977148,9.644945337352473,0.0526474142636127,26.137314048511964,GNSS_LOCKED
286,28.6,-4.449572823300354,-1.1310628358718724,9.085782877190958,-0.3704062592030663,-0.4190377165195805,0.11898897124207135,-8.12,-35.75,-2.87,11.316329920743547,1,-95.30175233175947,216.37829279962642,-0.06773250858008717,-6.49938556376803,9.215736306851701,-0.11280339497086278,24.862650077436417,GNSS_LOCKED
287,28.700000000000003,2.9569861343266246,0.4285140005532287,9.431570078344855,-0.165458415776909,-0.15723485595214842,-0.08170999156959098,-7.25,-36.87,-3.94,11.316329920743547,1,-95.91431222890829,217.32825250680392,-0.06813101557804185,-6.230469941333911,9.485549943495302,-0.08323914626812783,25.465250131075948,GNSS_LOCKED
288,28.8,-5.174798268263503,0.0424702618262811,9.287109732292251,-0.5336092976614827,-0.3578571864774231,0.10328543719073853,-8.0,-37.62,-3.31,11.164128352192556,1,-96.52271929386946,218.2989368639186,-0.06331465680329632,-6.329778304796409,9.317769227427823,-0.21271804991625043,24.606579648136655,GNSS_LOCKED
289,28.900000000000002,3.053559933686043,-0.8523018520054091,9.665214922310598,-0.18183746839348514,-0.40823687238297723,-0.002133334294725622,-8.69,-38.0,-3.5,11.103966807648007,1,-97.14627235921523,219.25123504682705,-0.06874996691566833,-6.289850395608103,9.483792539227318,-0.12664150791084705,24.163806075938105,GNSS_LOCKED
290,29.0,-3.1407743955343768,-1.382409889826346,8.797981028785296,-0.18189237372646613,-0.1887930496516025,0.025187274235199026,-8.31,-38.56,-3.06,10.738975916449489,1,-97.74972058319601,220.2384304150306,-0.06525348327815449,-6.200480079437513,9.529126921055648,-0.23806705618699237,23.555105808703505,GNSS_LOCKED
291,29.1,1.4631171299475827,0.5516180309319418,9.945616813049089,-0.2461415021828442,-0.34909936159331495,0.009533972850436223,-9.31,-39.37,-2.5,11.08264171324745,1,-98.35758188513812,221.2122375555119,-0.06991180712922693,-6.262677797178726,9.649427784361297,-0.17531554786444312,23.163745575807738,GNSS_LOCKED
292,29.200000000000003,4.222956382062961,0.07846443804844803,9.770829456456369,0.15357572299678346,0.07579456150864247,-0.11148529836587356,-9.12,-40.0,-3.12,11.247707250827938,1,-98.96613433808479,222.18088064259425,-0.07472059909695894,-6.208558467413656,9.724460661527978,-0.08699554746605917,24.108527447398096,GNSS_LOCKED
293,29.3,-2.612339988526031,-0.8570541267556641,9.942617206659365,-0.4054045058948668,-0.20977894801318858,0.007251866698915491,-9.19,-39.37,-1.5,10.670931398129706,1,-99.57407606871719,223.1649507150811,-0.07215881387653951,-6.280775121940519,9.525925228578004,-0.15419080954125103,23.851458948930254,GNSS_LOCKED
294,29.400000000000002,1.8444877420139507,1.4749462067815164,10.365235385009889,0.1471873959797048,0.287919671513234,-0.12938884503860829,-9.44,-39.87,-2.12,10.412934260059036,1,-100.18391677562153,224.1334311796121,-0.07436459954635252,-6.347373266042416,9.63138164801437,-0.1069306011065616,25.314044682980878,GNSS_LOCKED
295,29.5,-4.767045409521681,-1.9581374882628333,8.337283534258505,-0.022645393059853157,-0.20100003399665764,0.13133720914694058,-8.44,-38.87,-1.06,10.354146567787334,1,-100.79175566719915,225.11614521694764,-0.06839618376741315,-6.2483631308462675,9.419261703526121,-0.27400755871521726,23.711256570551587,GNSS_LOCKED
296,29.6,0.2448145742565371,2.1515776131197,8.97028757727163,0.3827217839269846,0.5912477501630663,-0.006568411897776738,-9.31,-38.56,-0.19,8.637528791729018,1,-101.40197370792293,226.08058340521364,-0.07047472522426726,-6.364436840936348,9.552425422957,-0.2912122859444411,24.580742940547378,GNSS_LOCKED
297,29.700000000000003,-5.028171587801503,-1.6119320615653192,10.325093228756993,0.3385955876439737,0.21300842495099934,-0.17705507314936397,-8.94,-37.75,-0.25,8.85631326896623,1,-102.00733027656844,227.0641805383729,-0.0727939526230251,-6.245091632890048,9.404754145085965,-0.23620998200161764,25.19341807362081,GNSS_LOCKED
298,29.8,6.401867525327921,-1.0352364724269003,10.612418288227659,0.5828048266756635,0.6231735739243053,-0.11744292556794651,-8.75,-37.19,-0.5,9.217089887506557,1,-102.60561866311875,228.0414379922112,-0.0809074725921484,-5.924187793278918,9.899906528366056,-0.03746764347897256,26.239201503615917,GNSS_LOCKED
299,29.900000000000002,-4.896482448626116,0.5694240087441645,9.47608452730146,0.40347869887157906,0.6919339397666356,-0.07309338243589078,-8.56,-35.94,-0.06,8.536243676042764,1,-103.19773719184474,229.0306719390203,-0.07649286243092798,-6.1221837684064395,9.57502105109497,-0.10793935659572157,26.485205807861288,GNSS_LOCKED
300,30.0,5.97699624763725,0.7200148969866605,9.463103915409972,0.24520934935035987,0.1292738534784125,-0.05666291377978283,-9.25,-35.06,-0.87,9.320477670165918,1,-103.80762605814095,229.9976188956184,-0.08054748388694116,-6.012835230857409,9.896100124905963,-0.07938270901251288,26.661861995711632,GNSS_LOCKED
301,30.1,5.67868657561527,-3.849557498905362,10.251221646640387,0.5117814522445011,0.6262447739044821,0.00699773505024806,-8.87,-35.62,-2.25,10.454255569436825,1,-104.42035977592846,230.96966565528433,-0.08907515901991246,-5.797172509253411,9.831693177419108,-0.011142261016526427,26.713957091479763,GNSS_LOCKED
302,30.200000000000003,3.9179765417302415,-2.7648287655454706,9.740673273222125,-0.2382391305349268,-0.24908465780653963,0.18054462032240443,-9.19,-35.87,-1.94,10.331668176241749,1,-105.01214816675132,231.94777289471733,-0.09230356017089111,-5.662658384423154,9.831917376098767,-0.02047763678471878,25.64156171233816,GNSS_LOCKED
303,30.3,2.57872374865254,1.1279121854702427,9.582613934621552,0.12041124286496545,-0.002661535576351271,-0.021468088412574714,-8.44,-35.62,-2.0,11.137887539022426,1,-105.6079968440234,232.92367742401134,-0.09516389801629417,-5.9420179871090175,9.830974822091404,-0.02170588136684336,25.27774427335332,GNSS_LOCKED
304,30.400000000000002,-0.8341561613208647,-1.7061017506771443,10.060283255200464,-0.26704014568110235,-0.15741356120797548,0.10001430568892937,-9.0,-35.87,-2.37,10.61913271417565,1,-106.21968771674732,233.90248547361315,-0.09612930009146818,-6.050436522901066,9.611837151827112,-0.025389784238377316,24.57546464367196,GNSS_LOCKED
305,30.5,1.6779711407937727,-1.3120010682919208,11.031495842698039,0.062402552456648525,-0.12708020446247373,0.06669515035346349,-9.75,-36.69,-1.56,11.239320022776074,1,-106.82046135161323,234.87335642609813,-0.09813829898918736,-5.952895398797082,9.644481725447394,0.053744243905774786,23.927280742301036,GNSS_LOCKED
306,30.6,1.8163502955515036,0.1307666042952955,10.644637855232608,0.08954375468086721,-0.0011761525153226302,-0.04791599589816922,-8.5,-36.81,-1.5,11.187766674302264,1,-107.419555987398,235.85179885600343,-0.09706127668122153,-5.9989036480074525,9.748658480900408,0.08063701980271393,23.978304803673034,GNSS_LOCKED
307,30.700000000000003,0.9676754136440774,1.79573024641893,9.351395683315138,-0.03699436592828686,0.037042883939571766,0.001364418925192679,-8.81,-37.19,-1.87,11.267778699742326,1,-108.01326008747633,236.83215429707423,-0.09195985838745917,-6.045690789257043,9.782169380564545,0.00935093718920681,24.0217460498346,GNSS_LOCKED
308,30.8,3.369613886374716,0.3742077776956946,9.612065348085329,0.033925103865425556,-0.13494048820057342,0.007081805695653696,-8.94,-37.81,-2.0,11.01604978403397,1,-108.61770002055356,237.80856459084583,-0.09143212665167891,-6.025576048594201,9.83141715065367,0.004416415511627022,23.875928992194073,GNSS_LOCKED
309,30.900000000000002,1.9103342097443987,-0.5782957626642032,9.080910115619737,0.025308985146879022,0.08286476456277361,-0.1331409255818479,-8.62,-37.37,-1.62,11.264836142974247,1,-109.22118113346698,238.79230454914335,-0.0894181849907838,-6.0012610864084035,9.800987796990029,-0.04669114336055649,24.50818061984105,GNSS_LOCKED
310,31.0,-0.343750374162468,-0.6404865331250235,10.52390942146257,-0.1996994640712338,-0.23326262217237623,-0.025655470117096988,-8.69,-36.25,-0.44,11.286383963356318,1,-109.82575857106303,239.77342634130792,-0.09063283897337938,-6.059853206065199,9.650592573648865,-0.014991511497929015,24.510224666885563,GNSS_LOCKED
311,31.1,1.9757532154859816,-1.7553097791947203,11.982928090853262,-0.014126424633094842,-0.12674529394551853,0.3197134570044708,-8.56,-35.87,-0.81,12.111451885956726,1,-110.43699983651528,240.74314512933378,-0.09467646399556233,-6.044595262865864,9.598823681412712,0.12350944865762108,22.44094225125894,GNSS_LOCKED
312,31.200000000000003,2.1206391671668054,-1.1879562974993438,9.611951551995553,0.22033349011516065,0.0005945689369121364,0.12220822239706976,-9.19,-36.37,-2.0,11.493704217875306,1,-111.03910794751884,241.71435713859188,-0.08976818376439913,-5.9857750626874315,9.648729732355758,0.06638186715048655,21.451410828630777,GNSS_LOCKED
313,31.3,-1.2848822219445455,-0.2745086909934649,11.173738656076573,-0.09974830221594885,0.023500478115781216,-0.07781384024301474,-8.62,-36.94,-2.37,11.880848371212954,1,-111.64752440504337,242.69426904164578,-0.08791054841909077,-6.149209557254154,9.563540877580794,0.07971456399923771,21.88561142941169,GNSS_LOCKED
314,31.400000000000002,3.796009454596535,-0.5054469827247347,11.04014791287998,-0.0032995187131681864,0.1300609803876933,-0.08010545897036925,-8.56,-36.69,-2.31,11.80563687558777,1,-112.25821165262829,243.64692520947904,-0.08790390541193088,-6.081066959219216,9.570755014916886,0.14726116648559306,22.36957772571432,GNSS_LOCKED
315,31.5,-1.7796309692577723,-1.4877909556010982,8.49969770025324,0.3422208857594095,0.06597132479026438,-0.07573440206050762,-8.06,-36.5,-2.31,11.895944412823134,1,-112.87667905162202,244.6097686968761,-0.07872624131545142,-6.19137383827196,9.396524741861118,-0.03811475039505822,22.80809383356539,GNSS_LOCKED
316,31.6,3.158409298490373,-0.3765938566672468,9.516645969054963,0.3571048053914702,0.23928936390423639,0.07880842777664147,-8.25,-36.19,-2.19,12.030293272593333,1,-113.49750082083845,245.55656085704894,-0.07930383445442397,-6.167744207773445,9.485613724033673,-0.030306026993095446,22.18737409262358,GNSS_LOCKED
317,31.700000000000003,-0.8204050877445466,-1.7736729266452207,9.743579554316199,0.24697152023057173,0.12432407174059719,0.06446893345510799,-9.0,-36.37,-3.0,11.781672192373804,1,-114.1078305697188,246.51518631898898,-0.0780314324562928,-6.062286113919751,9.381738319096149,-0.06131117868071656,21.26602296156617,GNSS_LOCKED
318,31.8,4.393837882561972,-0.4893956484516235,10.269113396542076,0.12613002330900616,0.09278449793037888,0.05905433230404931,-8.37,-36.87,-2.75,11.760842106780606,1,-114.72076939614327,247.46974926904704,-0.08125156924182404,-6.029337740662503,9.617263400831579,0.012245429573065559,20.449354418063248,GNSS_LOCKED
319,31.900000000000002,3.6170172205950246,-2.575241844375744,9.696877653084794,0.15073364086942617,0.3384151939371951,-0.1443393086539404,-8.06,-36.19,-2.94,11.693782954124456,1,-115.31492401754224,248.43137765511537,-0.08065629926082012,-5.763473248414528,9.630055465614348,0.00773460358539216,21.22695757331616,GNSS_LOCKED
320,32.0,-2.403278841247227,-1.6056838710092765,10.165861921529038,0.43925598395648974,0.5400085751305747,0.08932127038876332,-8.75,-36.56,-2.0,11.623128115802448,1,-115.89807240554339,249.4095814983783,-0.07869023881952249,-5.7958413765325085,9.50771323854638,-0.020842751542075103,19.842524610211893,GNSS_LOCKED
321,32.1,-1.093762351691199,0.0005977465831956768,9.294237152167033,0.5359059801174665,0.27723353029175823,-0.046245001419681624,-9.06,-37.0,-1.56,10.743889799107937,1,-116.48464181784004,250.37545727216514,-0.07676587139349281,-5.858379376563872,9.508582092589632,-0.06895790831807251,19.77359344669826,GNSS_LOCKED
322,32.2,-1.9871354374557295,-1.5508754416201924,8.928997715745425,0.04672640557857878,-0.3123277118486618,0.21979534442996154,-8.69,-36.37,-1.87,10.681850130599562,1,-117.06145164679452,251.35071267172813,-0.07461166412122688,-5.684774528700423,9.537219030116788,-0.1350607046567972,17.889203658088594,GNSS_LOCKED
323,32.300000000000004,1.9335971227713067,-1.793304398902103,9.510470717566449,-0.0777237452344228,-0.016400991197062866,0.04070548997971168,-8.62,-36.12,-1.69,10.628159795060217,1,-117.63846022945931,252.31447771643252,-0.07753012229927381,-5.59548468395168,9.607642013152184,-0.12743435386763868,17.541864133660262,GNSS_LOCKED
324,32.4,-0.3633629654765634,-1.167074604624672,10.705536509795305,-0.1380506259104155,-0.11692822223993939,-0.10975866949608062,-8.75,-37.19,-2.06,9.990375293378047,1,-118.20763376449318,253.28273077137203,-0.081720101656949,-5.592157772270978,9.539615594561837,-0.05222281212694704,17.994289225703152,GNSS_LOCKED
325,32.5,1.8365452020382884,-0.5652403712901851,8.991291818950927,-0.24508347728184718,-0.10516759661664885,-0.03604227774872351,-8.37,-36.12,-1.37,10.596701055966964,1,-118.77821680158402,254.24364071907885,-0.08124303322094512,-5.6195064786194875,9.598411915282654,-0.09365608569127856,18.030549278086575,GNSS_LOCKED
326,32.6,-1.2720928583914273,1.0142477532188874,10.471952000688313,0.08545724230421459,0.2523989511247638,-0.2757500302971476,-9.0,-35.5,-1.31,9.65549265127473,1,-119.34350029864692,255.19845007035582,-0.08391161029588445,-5.723868516398631,9.405110529790031,-0.04511794363687219,19.373040720934235,GNSS_LOCKED
327,32.7,-1.5173044748908657,-1.2426991340975364,9.465826506047392,-0.12249270221985008,-0.16315667482136598,0.11357502966811926,-8.19,-35.25,-2.19,9.464084930578437,1,-119.90973756996466,256.15106939220624,-0.0824620939982093,-5.626394779911862,9.33325621645509,-0.08126786322390903,18.434914742656407,GNSS_LOCKED
328,32.800000000000004,4.247820118805239,-1.2717070796394085,10.771581482394703,0.22221961469986207,0.36556662054674854,-0.028934041969181725,-8.69,-34.56,-1.44,9.464084930578437,1,-120.47583512419105,257.09596594388506,-0.08661663827693816,-5.523494224639207,9.53871788268317,0.017364744377636052,18.184163804067843,GNSS_LOCKED
329,32.9,5.731821061337471,2.086624054923925,9.923560012627577,-0.33131851711357596,-0.4201228172794228,0.02481811070290843,-8.06,-34.81,-2.25,10.238649566512876,1,-121.00655738160688,258.05597421049407,-0.08701752588402167,-5.321991258409608,9.844913808003543,0.04080620364149529,19.55815160531138,GNSS_LOCKED
330,33.0,4.66724709276543,-4.485639168973651,9.62376563102209,0.42468867836330537,0.45992215378189827,0.0075676238442998695,-9.0,-34.12,-2.0,11.3321970139783,1,-121.53930670602233,259.0226907602029,-0.08598326261812991,-5.027158142302189,9.73458623250573,0.03247887596740822,19.60321412649179,GNSS_LOCKED
331,33.1,-4.149304361257936,0.5885112355696925,10.069849121672782,-0.12326675116331043,-0.2249349496619722,-0.0012870424268575334,-9.94,-34.5,-2.25,10.73646068296923,1,-122.04165447293137,259.9964251215976,-0.0830418053352209,-5.125689194551773,9.443887638591102,-0.011969834404000956,19.316278482930706,GNSS_LOCKED
332,33.2,0.7350345942298777,-0.9136494876862289,10.06204211126827,-0.4810791775179702,-0.447967780287503,0.05029933183374017,-10.19,-34.62,-2.31,11.243826632283296,1,-122.54745941542136,260.951123799016,-0.08255665093359706,-5.011493604298081,9.460466159521388,-0.009924872418031031,18.858326618197434,GNSS_LOCKED
333,33.300000000000004,-1.3064148784216885,-1.14619788432966,9.885611292449076,-0.021931586645663487,-0.08960341259393191,0.01730676049193948,-10.56,-35.44,-2.94,10.425233387028115,1,-123.06030180393273,261.90225736252387,-0.08081311095072413,-5.122666246154932,9.309331007849748,-0.039626086397731505,18.899403976651545,GNSS_LOCKED
334,33.4,4.355158912186205,-1.2727263263788804,10.180272210886466,0.2023278667860792,0.2617517479561705,0.012233428124771817,-10.5,-35.37,-2.81,11.10790633205883,1,-123.57459428830867,262.8445386096301,-0.08280989275278454,-5.049203753530312,9.494200776918676,0.024507898741873445,18.56354267296944,GNSS_LOCKED
335,33.5,-0.04242223570732331,-1.2535580548338725,10.175475852120073,0.15815183408054728,0.07502960830889475,0.054121024140096154,-10.37,-35.37,-3.0,11.10790633205883,1,-124.08419326842026,263.79384282879647,-0.08117825398053001,-5.066682466263378,9.359671959028192,0.013640642571238398,18.098721387286552,GNSS_LOCKED
336,33.6,1.4621076012985026,-0.9790210503926013,9.848080032428316,-0.13320138275315785,-0.11447388781857026,0.012695693771831858,-11.0,-35.25,-3.0,9.874772645185478,1,-124.59889342597992,264.72726201357335,-0.07986680673005635,-5.0969698951155245,9.288510013110178,0.0018873998498573534,17.927398528945556,GNSS_LOCKED
337,33.7,3.246582507458167,-0.7806160930378941,9.385396520528948,0.12638730954088287,0.02946218494406304,0.017475630041256858,-11.37,-35.69,-3.19,5.940353861954359,1,-125.10365849956887,265.6644217303313,-0.07887311359775556,-5.002230623472928,9.40872661756849,-0.013054779525188697,17.698160833732068,GNSS_LOCKED
338,33.800000000000004,3.051537927143701,-1.0359091532774614,9.329658965115472,-0.26346113153859646,-0.329197901177459,0.025990652718972402,-11.25,-35.44,-2.12,6.06067411541102,1,-125.60596482352668,266.59577783898385,-0.0783209753886131,-4.956627223386499,9.350239061896703,-0.027197825959149425,17.448979956829607,GNSS_LOCKED
339,33.9,3.275075184705085,0.31502446575973003,10.215443984991634,0.05444806910952252,-0.09852602225743506,0.05958565857966218,-11.94,-35.56,-2.75,6.560421097835685,1,-126.1056861893672,267.50892112888573,-0.0802130338873488,-5.022960897436461,9.188157114418825,0.024432659985182868,16.909585944962437,GNSS_LOCKED
340,34.0,-0.6058063471887258,-0.6097535497819259,9.692271224446527,-0.2122719564121027,-0.2617933171679927,0.004678205548834063,-12.31,-35.69,-1.31,4.810818009402606,1,-126.60198309462939,268.41547106308053,-0.07756891298976921,-5.007751144562203,8.89426002732563,-0.038632708441950936,16.601064866693935,GNSS_LOCKED
341,34.1,2.6745767313767166,-1.1484957978342827,9.706781842110969,-0.04450405751840329,-0.08490971401456524,-0.01759628740284135,-13.0,-34.75,-0.44,4.146479665181162,1,-127.09924228509284,269.3118379506827,-0.0783588007917303,-4.953601803988506,8.917493306252386,-0.02094923317789961,16.520574869936652,GNSS_LOCKED
342,34.2,2.0113896295727534,-0.5487379821033608,10.062951423168272,-0.055557391872414624,-0.14938993227861116,0.023228524320906174,-11.62,-33.56,-0.69,4.21576226423604,1,-127.58650072142777,270.20665049050314,-0.07905513759941467,-4.9067188326630875,8.871739125463348,-0.002858354423375005,16.223983018189728,GNSS_LOCKED
343,34.300000000000004,1.4951536166989736,0.5439130414193202,9.773429628121644,0.004934361781104605,-0.08592086638469525,0.07195023831452206,-10.81,-32.94,-1.62,6.712742487561746,1,-128.0688756935,271.0951687558718,-0.07842578883269549,-4.923791243097015,8.799885965723355,-0.023270536629568815,15.695191710307327,GNSS_LOCKED
344,34.4,1.4194903843416469,0.0548695381624669,9.718914426649894,0.11300799792763225,0.007643893000005114,0.010918484519050321,-10.06,-32.87,-1.81,6.207785961655723,1,-128.55469693514013,271.9774433979131,-0.07818889502309592,-4.931779944659883,8.720361944868003,-0.03996918937742462,15.57353635667913,GNSS_LOCKED
345,34.5,1.1386532984867055,-0.5220374090905716,10.195891958007174,-0.021428770318743514,0.09628596321736343,0.07056224975106073,-10.31,-32.94,-3.44,5.997631994407871,1,-129.0362549924863,272.8575544106169,-0.07921620653725953,-4.865455761790434,8.661144228406854,-0.024757840168414775,15.086035842506005,GNSS_LOCKED
